Müsteri ID;Ya?;Cinsiyet;Medeni Durum;Istihdam Durumu;Meslek;Gelir;Mevcut Borclar;Kredi Skoru;Odeme Gecmisi;Kredi Turleri;Basvuru Miktari;Onay Durumu;Aylik Harcamalar;Is Yerinde Kalma Süresi;Yasad??? Bolge;Ev Sahipligi;Sigorta Durumu;Aile Uyeleri ve Bagimlilar;Finansal Danismanlik Hizmeti Kullanimi;Kredi Talep Tipi
MUST-802372;49;kadin;evli;Tam Zamanli;Dijital Pazarlama Uzmani;60.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Mersin;ev sahibi;Sigortali;1;Kullaniyor Degil;?lk Basvuru
MUST-824604;48;kadin;evli;Tam Zamanli;Finansal Danisman;60.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Trabzon;kira;Sigortali;2;Kullaniyor Degil;?lk Basvuru
MUST-447711;41;kadin;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;0-1 Y?l;Bursa;kira;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-365267;49;kadin;bekar;Tam Zamanli;icerik ureticisi;90.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;10 Y?l ve Üzeri;Istanbul;kira;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-533621;46;kadin;evli;Tam Zamanli;urun Yoneticisi;90.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;0-1 Y?l;Trabzon;ev sahibi;Sigortali;2;Kullaniyor;Yeniden Yapilandirma
MUST-480782;38;erkek;evli;Tam Zamanli;Elektrik Muhendisi;60.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;10 Y?l ve Üzeri;Kayseri;kira;Sigortali;1;Kullaniyor Degil;Ek Kredi Talebi
MUST-506265;50;kadin;bekar;Yar? Zamanli;icerik ureticisi;70.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;5-10 Y?l;Sanl?urfa;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-252896;50;erkek;evli;Tam Zamanli;Web Gelistirici;70.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;10 Y?l ve Üzeri;Mersin;kira;Sigortali;3;Kullaniyor;Yeniden Yapilandirma
MUST-809139;49;kadin;evli;Yar? Zamanli;Klinik Psikolog;70.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;0-1 Y?l;Trabzon;kira;Sigortali;4;Kullaniyor;?lk Basvuru
MUST-366689;41;erkek;bekar;Yar? Zamanli;Finansal Analist;90.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;1-3 Y?l;Izmir;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-782103;42;erkek;evli;Yar? Zamanli;Urun yoneticisi;70.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;5-10 Y?l;Istanbul;ev sahibi;Sigortasiz;5;Kullaniyor Degil;Ek Kredi Talebi
MUST-991364;39;kadin;evli;Tam Zamanli;Elektrik Muhendisi;90.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;0-1 Y?l;Izmir;ev sahibi;Sigortasiz;2;Kullaniyor;?lk Basvuru
MUST-831599;40;erkek;bekar;Yar? Zamanli;Veri Analisti;90.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;1-3 Y?l;Mersin;ev sahibi;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-137074;50;erkek;evli;Yar? Zamanli;Arastirma Gorevlisi;50.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;5-10 Y?l;Sanl?urfa;kira;Sigortali;2;Kullaniyor Degil;Ek Kredi Talebi
MUST-993013;46;erkek;bekar;Tam Zamanli;Yazilim Mühendisi;90.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;5-10 Y?l;Istanbul;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-471322;38;erkek;bekar;Tam Zamanli;icerik ureticisi;90.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;10 Y?l ve Üzeri;Eskisehir;ev sahibi;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-792783;35;kadin;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;60.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;0-1 Y?l;Trabzon;kira;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-318662;37;kadin;bekar;Yar? Zamanli;Makine Mühendisi;90.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;10 Y?l ve Üzeri;Eskisehir;kira;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-973459;37;erkek;bekar;Tam Zamanli;Pazarlama Uzman?;90.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;1-3 Y?l;Trabzon;kira;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-630790;45;erkek;evli;Tam Zamanli;Mudur (Yonetici);80.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;10 Y?l ve Üzeri;Mersin;ev sahibi;Sigortali;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-829534;50;erkek;evli;Tam Zamanli;Pazarlama Uzman?;60.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;3-5 Y?l;Trabzon;kira;Sigortasiz;3;Kullaniyor;Ek Kredi Talebi
MUST-345791;39;erkek;evli;Yar? Zamanli;ic Mimar;80.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;3-5 Y?l;Adana;ev sahibi;Sigortali;3;Kullaniyor;?lk Basvuru
MUST-753002;50;kadin;evli;Yar? Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);60.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);1-30 Gun Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;1-3 Y?l;Kayseri;ev sahibi;Sigortali;5;Kullaniyor Degil;Yeniden Yapilandirma
MUST-912513;47;kadin;bekar;Tam Zamanli;Finansal Analist;90.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;5-10 Y?l;Konya;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-192393;37;erkek;evli;Tam Zamanli;Web Gelistirici;60.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;10 Y?l ve Üzeri;Adana;ev sahibi;Sigortali;4;Kullaniyor;Yeniden Yapilandirma
MUST-712786;43;erkek;evli;Yar? Zamanli;icerik ureticisi;80.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;10 Y?l ve Üzeri;Ankara;kira;Sigortali;3;Kullaniyor;Yeniden Yapilandirma
MUST-900945;42;erkek;bekar;Tam Zamanli;Siber Guvenlik Uzman?;50.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;10 Y?l ve Üzeri;Gaziantep;ev sahibi;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-180485;42;kadin;bekar;Tam Zamanli;Pazarlama Uzman?;50.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;0-1 Y?l;Eskisehir;kira;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-683405;45;erkek;bekar;Tam Zamanli;Yazilim Mühendisi;90.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;10 Y?l ve Üzeri;Bursa;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-419757;43;kadin;evli;Tam Zamanli;Grafik Tasarimci;90.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;5-10 Y?l;Bursa;kira;Sigortasiz;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-720546;49;erkek;bekar;Yar? Zamanli;Mudur (Yonetici);60.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;5-10 Y?l;Kayseri;ev sahibi;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-142904;44;erkek;bekar;Tam Zamanli;Mudur (Yonetici);90.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;0-1 Y?l;Kayseri;ev sahibi;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-106033;49;kadin;evli;Yar? Zamanli;Proje Yoneticisi;90.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;5-10 Y?l;Antalya;ev sahibi;Sigortali;5;Kullaniyor;Yeniden Yapilandirma
MUST-276942;45;erkek;bekar;Tam Zamanli;Yazilim Mühendisi;80.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;5-10 Y?l;Antalya;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-231280;49;erkek;evli;Tam Zamanli;Pazarlama Uzman?;80.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;3-5 Y?l;Izmir;ev sahibi;Sigortali;4;Kullaniyor Degil;?lk Basvuru
MUST-376460;38;erkek;evli;Tam Zamanli;Pazarlama Muduru;50.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;0-1 Y?l;Sanl?urfa;kira;Sigortali;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-492133;48;erkek;bekar;Yar? Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);80.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;1-3 Y?l;Eskisehir;ev sahibi;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-832094;46;kadin;bekar;Yar? Zamanli;?s Zekasi (Business Intelligence) Analisti;80.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;3-5 Y?l;Antalya;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-567679;47;erkek;evli;Yar? Zamanli;Klinik Psikolog;70.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;5-10 Y?l;Konya;ev sahibi;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-689182;38;erkek;bekar;Yar? Zamanli;E-ticaret Yoneticisi;70.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;5-10 Y?l;Izmir;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-617864;36;kadin;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;5-10 Y?l;Adana;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-604143;46;kadin;bekar;Yar? Zamanli;Proje Yoneticisi;60.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;3-5 Y?l;Kayseri;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-443808;47;erkek;bekar;Tam Zamanli;Arastirma Gorevlisi;60.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;1-3 Y?l;Kayseri;kira;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-919517;43;erkek;evli;Yar? Zamanli;urun Yoneticisi;50.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;1-3 Y?l;Konya;ev sahibi;Sigortali;2;Kullaniyor Degil;Yeniden Yapilandirma
MUST-997743;40;kadin;evli;Tam Zamanli;Yazilim Mühendisi;60.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;3-5 Y?l;Samsun;ev sahibi;Sigortali;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-423852;37;erkek;evli;Tam Zamanli;Web Gelistirici;60.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Konya;kira;Sigortasiz;5;Kullaniyor Degil;Ek Kredi Talebi
MUST-801168;45;kadin;evli;Tam Zamanli;Yazilim Mühendisi;50.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;1-3 Y?l;Manisa;ev sahibi;Sigortasiz;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-943405;43;erkek;bekar;Yar? Zamanli;Kendi isini Yapan (Girisimci);90.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;1-3 Y?l;Gaziantep;kira;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-910374;47;kadin;evli;Tam Zamanli;Veri Analisti;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;1-3 Y?l;Gaziantep;kira;Sigortali;3;Kullaniyor;?lk Basvuru
MUST-376917;39;erkek;evli;Yar? Zamanli;urun Yoneticisi;90.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;1-3 Y?l;Eskisehir;kira;Sigortasiz;3;Kullaniyor;?lk Basvuru
MUST-302236;45;erkek;bekar;Yar? Zamanli;Web Gelistirici;80.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Trabzon;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-614627;46;erkek;evli;Yar? Zamanli;Proje Yoneticisi;70.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;10 Y?l ve Üzeri;Antalya;ev sahibi;Sigortali;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-587780;38;kadin;bekar;Yar? Zamanli;Elektrik Muhendisi;50.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;0-1 Y?l;Izmir;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-610921;40;kadin;evli;Tam Zamanli;Saglik Yonetimi Uzmani;60.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;5-10 Y?l;Manisa;kira;Sigortasiz;2;Kullaniyor Degil;Ek Kredi Talebi
MUST-176507;42;erkek;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;50.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;0-1 Y?l;Mersin;ev sahibi;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-163772;46;kadin;evli;Yar? Zamanli;Elektrik Muhendisi;80.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;5-10 Y?l;Ankara;kira;Sigortali;5;Kullaniyor;?lk Basvuru
MUST-107070;50;erkek;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;90.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;3-5 Y?l;Ankara;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-545138;36;kadin;evli;Tam Zamanli;Dijital Pazarlama Uzmani;90.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;5-10 Y?l;Manisa;ev sahibi;Sigortasiz;1;Kullaniyor;Ek Kredi Talebi
MUST-904627;46;erkek;bekar;Yar? Zamanli;Hekim (Doktor);60.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;5-10 Y?l;Bursa;kira;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-936804;44;erkek;evli;Yar? Zamanli;Proje Yoneticisi;90.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;3-5 Y?l;Samsun;ev sahibi;Sigortali;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-127055;36;kadin;evli;Tam Zamanli;Makine Mühendisi;50.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;5-10 Y?l;Izmir;ev sahibi;Sigortasiz;2;Kullaniyor Degil;Yeniden Yapilandirma
MUST-932790;46;erkek;bekar;Yar? Zamanli;Proje Yoneticisi;90.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;0-1 Y?l;Istanbul;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-571297;44;erkek;bekar;Yar? Zamanli;E-ticaret Yoneticisi;80.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;5-10 Y?l;Antalya;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-413060;48;erkek;evli;Tam Zamanli;?s Zekasi (Business Intelligence) Analisti;60.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;1-3 Y?l;Kayseri;ev sahibi;Sigortali;1;Kullaniyor;?lk Basvuru
MUST-749981;41;erkek;bekar;Tam Zamanli;Hekim (Doktor);70.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;3-5 Y?l;Sanl?urfa;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-913438;48;kadin;bekar;Yar? Zamanli;Makine Mühendisi;90.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;3-5 Y?l;Mersin;kira;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-836289;42;erkek;evli;Tam Zamanli;Urun yoneticisi;60.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;3-5 Y?l;Samsun;kira;Sigortali;2;Kullaniyor Degil;?lk Basvuru
MUST-182797;40;erkek;bekar;Tam Zamanli;Mudur (Yonetici);70.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;0-1 Y?l;Antalya;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-864596;47;kadin;bekar;Tam Zamanli;ic Mimar;50.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;0-1 Y?l;Sanl?urfa;ev sahibi;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-281299;45;kadin;evli;Yar? Zamanli;Elektrik Muhendisi;80.000 TL;?20.000 - ?100.000;300-500 (dusuk);91-120 Gun Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;3-5 Y?l;Trabzon;kira;Sigortali;2;Kullaniyor;Ek Kredi Talebi
MUST-596819;49;kadin;evli;Yar? Zamanli;E-ticaret Yoneticisi;70.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;1-3 Y?l;Gaziantep;ev sahibi;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-243214;49;erkek;evli;Tam Zamanli;Finansal Danisman;90.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;5-10 Y?l;Adana;ev sahibi;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-703342;47;kadin;bekar;Tam Zamanli;Hekim (Doktor);80.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;1-3 Y?l;Gaziantep;ev sahibi;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-186266;49;kadin;evli;Tam Zamanli;E-ticaret Yoneticisi;60.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;3-5 Y?l;Antalya;ev sahibi;Sigortali;2;Kullaniyor;Yeniden Yapilandirma
MUST-348665;47;kadin;evli;Yar? Zamanli;Hekim (Doktor);70.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;5-10 Y?l;Izmir;kira;Sigortali;5;Kullaniyor Degil;Yeniden Yapilandirma
MUST-916440;35;erkek;evli;Yar? Zamanli;Grafik Tasarimci;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;3-5 Y?l;Konya;ev sahibi;Sigortali;2;Kullaniyor;Yeniden Yapilandirma
MUST-937221;48;kadin;evli;Yar? Zamanli;Hekim (Doktor);70.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;3-5 Y?l;Gaziantep;ev sahibi;Sigortali;3;Kullaniyor;Ek Kredi Talebi
MUST-392540;44;kadin;evli;Tam Zamanli;Hekim (Doktor);50.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;1-3 Y?l;Istanbul;kira;Sigortali;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-902974;42;kadin;bekar;Tam Zamanli;Finansal Analist;70.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;10 Y?l ve Üzeri;Bursa;kira;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-873687;36;erkek;bekar;Yar? Zamanli;Klinik Psikolog;60.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;5-10 Y?l;Samsun;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-299168;44;erkek;evli;Yar? Zamanli;Klinik Psikolog;80.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;0-1 Y?l;Izmir;ev sahibi;Sigortasiz;5;Kullaniyor;?lk Basvuru
MUST-759710;37;erkek;bekar;Yar? Zamanli;?s Analisti;70.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;1-3 Y?l;Eskisehir;ev sahibi;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-181114;41;kadin;bekar;Tam Zamanli;Mudur (Yonetici);60.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;0-1 Y?l;Trabzon;ev sahibi;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
